image_path,text_description,label
agumentation data1/Potato___healthy/image (100).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (101).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (102).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (103).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (104).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (105).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (106).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (107).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (108).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (109).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (11).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (110).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (111).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (112).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (113).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (114).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (115).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (116).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (117).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (118).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (119).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (12).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (120).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (121).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (122).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (123).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (124).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (125).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (126).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (127).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (128).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (129).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (13).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (130).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (131).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (132).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (133).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (134).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (135).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (136).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (137).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (138).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (139).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (14).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (140).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (141).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (142).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (143).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (144).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (145).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (146).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (147).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (148).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (149).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (15).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (150).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (151).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (152).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (153).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (154).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (155).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (156).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (157).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (158).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (159).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (16).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (160).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (161).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (162).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (163).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (164).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (165).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (166).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (167).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (168).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (169).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (17).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (170).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (171).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (172).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (173).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (174).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (175).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (176).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (177).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (178).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (179).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (18).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (180).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (181).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (182).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (183).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (184).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (185).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (186).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (187).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (188).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (189).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (19).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (190).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (191).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (192).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (193).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (194).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (195).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (196).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (197).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (198).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (199).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (2).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (20).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (200).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (201).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (202).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (203).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (204).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (205).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (206).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (207).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (208).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (209).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (21).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (210).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (211).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (212).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (213).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (214).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (215).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (216).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (217).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (218).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (219).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (22).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (220).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (221).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (222).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (223).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (224).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (225).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (226).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (227).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (228).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (229).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (23).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (230).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (231).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (232).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (233).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (234).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (235).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (236).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (237).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (238).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (239).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (24).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (240).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (241).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (242).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (243).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (244).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (245).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (246).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (247).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (248).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (249).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (25).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (250).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (251).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (252).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (253).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (254).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (255).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (256).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (257).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (258).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (259).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (26).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (260).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (261).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (262).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (263).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (264).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (27).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (276).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (28).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (288).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (29).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (3).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (30).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (300).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (31).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (312).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (32).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (324).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (33).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (336).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (34).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (348).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (35).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (36).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (360).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (37).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (372).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (38).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (384).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (39).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (396).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (4).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (40).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (408).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (41).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (42).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (420).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (43).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (432).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (44).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (444).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (45).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (456).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (46).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (468).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (47).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (48).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (480).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (49).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (492).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (5).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (50).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (504).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (51).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (52).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (53).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (54).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (55).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (56).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (57).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (58).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (59).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (6).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (60).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (61).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (62).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (63).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (64).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (648).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (65).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (66).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (67).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (68).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (69).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (7).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (70).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (71).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (72).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (73).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (74).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (75).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (76).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
agumentation data1/Potato___healthy/image (77).JPG,Healthy potato leaf with even texture and no blight symptoms.,Potato___healthy
